id,symbols,countries,date,value
1490,MUR,Mauritian Rupee,2023-08-06,49.60997
1491,MUR,Mauritian Rupee,2023-08-07,49.679541
1492,MUR,Mauritian Rupee,2023-08-08,50.193942
1493,MUR,Mauritian Rupee,2023-08-09,50.273477
1494,MUR,Mauritian Rupee,2023-08-10,49.638933
1495,MUR,Mauritian Rupee,2023-08-11,49.559851
1496,MUR,Mauritian Rupee,2023-08-12,49.559851
1497,MUR,Mauritian Rupee,2023-08-13,49.799098
1498,MUR,Mauritian Rupee,2023-08-14,49.516824
1499,MUR,Mauritian Rupee,2023-08-15,49.449002
1500,MVR,Maldivian Rufiyaa,2023-08-01,16.907579
1501,MVR,Maldivian Rufiyaa,2023-08-02,16.809409
1502,MVR,Maldivian Rufiyaa,2023-08-03,16.810594
1503,MVR,Maldivian Rufiyaa,2023-08-04,16.923591
1504,MVR,Maldivian Rufiyaa,2023-08-05,16.923591
1505,MVR,Maldivian Rufiyaa,2023-08-06,16.888549
1506,MVR,Maldivian Rufiyaa,2023-08-07,16.889044
1507,MVR,Maldivian Rufiyaa,2023-08-08,16.821521
1508,MVR,Maldivian Rufiyaa,2023-08-09,16.849882
1509,MVR,Maldivian Rufiyaa,2023-08-10,16.856754
1510,MVR,Maldivian Rufiyaa,2023-08-11,16.829634
1511,MVR,Maldivian Rufiyaa,2023-08-12,16.829634
1512,MVR,Maldivian Rufiyaa,2023-08-13,16.82959
1513,MVR,Maldivian Rufiyaa,2023-08-14,16.776572
1514,MVR,Maldivian Rufiyaa,2023-08-15,16.754512
1515,MWK,Malawian Kwacha,2023-08-01,1158.547802
1516,MWK,Malawian Kwacha,2023-08-02,1151.299926
1517,MWK,Malawian Kwacha,2023-08-03,1149.897314
1518,MWK,Malawian Kwacha,2023-08-04,1158.481345
1519,MWK,Malawian Kwacha,2023-08-05,1149.529945
1520,MWK,Malawian Kwacha,2023-08-06,1148.387939
1521,MWK,Malawian Kwacha,2023-08-07,1192.668828
1522,MWK,Malawian Kwacha,2023-08-08,1188.195586
1523,MWK,Malawian Kwacha,2023-08-09,1190.773374
1524,MWK,Malawian Kwacha,2023-08-10,1191.277499
1525,MWK,Malawian Kwacha,2023-08-11,1189.753392
1526,MWK,Malawian Kwacha,2023-08-12,1193.00868
1527,MWK,Malawian Kwacha,2023-08-13,1193.011307
1528,MWK,Malawian Kwacha,2023-08-14,1186.807547
1529,MWK,Malawian Kwacha,2023-08-15,1188.662499
1530,MXN,Mexican Peso,2023-08-01,18.576525
1531,MXN,Mexican Peso,2023-08-02,18.621735
1532,MXN,Mexican Peso,2023-08-03,18.976832
1533,MXN,Mexican Peso,2023-08-04,18.828827
1534,MXN,Mexican Peso,2023-08-05,18.828827
1535,MXN,Mexican Peso,2023-08-06,18.795998
1536,MXN,Mexican Peso,2023-08-07,18.792449
1537,MXN,Mexican Peso,2023-08-08,18.762661
1538,MXN,Mexican Peso,2023-08-09,18.730099
1539,MXN,Mexican Peso,2023-08-10,18.759206
1540,MXN,Mexican Peso,2023-08-11,18.652371
1541,MXN,Mexican Peso,2023-08-12,18.652371
1542,MXN,Mexican Peso,2023-08-13,18.648682
1543,MXN,Mexican Peso,2023-08-14,18.663647
1544,MXN,Mexican Peso,2023-08-15,18.616769
1545,MYR,Malaysian Ringgit,2023-08-01,4.977599
1546,MYR,Malaysian Ringgit,2023-08-02,4.987108
1547,MYR,Malaysian Ringgit,2023-08-03,4.976332
1548,MYR,Malaysian Ringgit,2023-08-04,5.021871
1549,MYR,Malaysian Ringgit,2023-08-05,5.021871
1550,MYR,Malaysian Ringgit,2023-08-06,5.011589
1551,MYR,Malaysian Ringgit,2023-08-07,5.01623
1552,MYR,Malaysian Ringgit,2023-08-08,5.021783
1553,MYR,Malaysian Ringgit,2023-08-09,5.017703
1554,MYR,Malaysian Ringgit,2023-08-10,5.020713
1555,MYR,Malaysian Ringgit,2023-08-11,5.029074
1556,MYR,Malaysian Ringgit,2023-08-12,5.029074
1557,MYR,Malaysian Ringgit,2023-08-13,5.02902
1558,MYR,Malaysian Ringgit,2023-08-14,4.966388
1559,MYR,Malaysian Ringgit,2023-08-15,5.053422
1560,MZN,Mozambican Metical,2023-08-01,69.623436
1561,MZN,Mozambican Metical,2023-08-02,69.219206
1562,MZN,Mozambican Metical,2023-08-03,69.267901
1563,MZN,Mozambican Metical,2023-08-04,69.732713
1564,MZN,Mozambican Metical,2023-08-05,69.732713
1565,MZN,Mozambican Metical,2023-08-06,69.590558
1566,MZN,Mozambican Metical,2023-08-07,69.592488
1567,MZN,Mozambican Metical,2023-08-08,69.312776
1568,MZN,Mozambican Metical,2023-08-09,69.43159
1569,MZN,Mozambican Metical,2023-08-10,69.457477
1570,MZN,Mozambican Metical,2023-08-11,69.345568
1571,MZN,Mozambican Metical,2023-08-12,69.345568
1572,MZN,Mozambican Metical,2023-08-13,69.345204
1573,MZN,Mozambican Metical,2023-08-14,69.129529
1574,MZN,Mozambican Metical,2023-08-15,69.038364
1575,NAD,Namibian Dollar,2023-08-01,20.12227
1576,NAD,Namibian Dollar,2023-08-02,20.005102
1577,NAD,Namibian Dollar,2023-08-03,20.450967
1578,NAD,Namibian Dollar,2023-08-04,20.620617
1579,NAD,Namibian Dollar,2023-08-05,20.620617
1580,NAD,Namibian Dollar,2023-08-06,20.572529
1581,NAD,Namibian Dollar,2023-08-07,20.57656
1582,NAD,Namibian Dollar,2023-08-08,20.493331
1583,NAD,Namibian Dollar,2023-08-09,20.51976
1584,NAD,Namibian Dollar,2023-08-10,20.498072
1585,NAD,Namibian Dollar,2023-08-11,20.506134
1586,NAD,Namibian Dollar,2023-08-12,20.506134
1587,NAD,Namibian Dollar,2023-08-13,20.527312
1588,NAD,Namibian Dollar,2023-08-14,20.437816
1589,NAD,Namibian Dollar,2023-08-15,21.645021
1590,NGN,Nigerian Naira,2023-08-01,834.951668
1591,NGN,Nigerian Naira,2023-08-02,849.632079
1592,NGN,Nigerian Naira,2023-08-03,852.01901
1593,NGN,Nigerian Naira,2023-08-04,846.103991
1594,NGN,Nigerian Naira,2023-08-05,846.103991
1595,NGN,Nigerian Naira,2023-08-06,842.335266
1596,NGN,Nigerian Naira,2023-08-07,826.442426
1597,NGN,Nigerian Naira,2023-08-08,822.958112
1598,NGN,Nigerian Naira,2023-08-09,844.455795
1599,NGN,Nigerian Naira,2023-08-10,844.733323
1600,NGN,Nigerian Naira,2023-08-11,843.328873
1601,NGN,Nigerian Naira,2023-08-12,843.328873
1602,NGN,Nigerian Naira,2023-08-13,843.340738
1603,NGN,Nigerian Naira,2023-08-14,837.64224
1604,NGN,Nigerian Naira,2023-08-15,836.522247
1605,NIO,Nicaraguan Córdoba,2023-08-01,40.19938
1606,NIO,Nicaraguan Córdoba,2023-08-02,40.095031
1607,NIO,Nicaraguan Córdoba,2023-08-03,40.026985
1608,NIO,Nicaraguan Córdoba,2023-08-04,40.345823
1609,NIO,Nicaraguan Córdoba,2023-08-05,40.034078
1610,NIO,Nicaraguan Córdoba,2023-08-06,39.994306
1611,NIO,Nicaraguan Córdoba,2023-08-07,40.225177
1612,NIO,Nicaraguan Córdoba,2023-08-08,40.077328
1613,NIO,Nicaraguan Córdoba,2023-08-09,40.167575
1614,NIO,Nicaraguan Córdoba,2023-08-10,40.178957
1615,NIO,Nicaraguan Córdoba,2023-08-11,40.110832
1616,NIO,Nicaraguan Córdoba,2023-08-12,40.216922
1617,NIO,Nicaraguan Córdoba,2023-08-13,40.21701
1618,NIO,Nicaraguan Córdoba,2023-08-14,39.925865
1619,NIO,Nicaraguan Córdoba,2023-08-15,40.067972
1620,NOK,Norwegian Krone,2023-08-01,11.193536
1621,NOK,Norwegian Krone,2023-08-02,11.26305
1622,NOK,Norwegian Krone,2023-08-03,11.205054
1623,NOK,Norwegian Krone,2023-08-04,11.243063
1624,NOK,Norwegian Krone,2023-08-05,11.243063
1625,NOK,Norwegian Krone,2023-08-06,11.159121
1626,NOK,Norwegian Krone,2023-08-07,11.166817
1627,NOK,Norwegian Krone,2023-08-08,11.253806
1628,NOK,Norwegian Krone,2023-08-09,11.197417
1629,NOK,Norwegian Krone,2023-08-10,11.328721
1630,NOK,Norwegian Krone,2023-08-11,11.432252
1631,NOK,Norwegian Krone,2023-08-12,11.432252
1632,NOK,Norwegian Krone,2023-08-13,11.446082
1633,NOK,Norwegian Krone,2023-08-14,11.426391
1634,NOK,Norwegian Krone,2023-08-15,11.414874
1635,NPR,Nepalese Rupee,2023-08-01,144.947278
1636,NPR,Nepalese Rupee,2023-08-02,144.825825
1637,NPR,Nepalese Rupee,2023-08-03,144.904034
1638,NPR,Nepalese Rupee,2023-08-04,146.093395
1639,NPR,Nepalese Rupee,2023-08-05,144.964555
1640,NPR,Nepalese Rupee,2023-08-06,144.820539
1641,NPR,Nepalese Rupee,2023-08-07,145.553532
1642,NPR,Nepalese Rupee,2023-08-08,145.146203
1643,NPR,Nepalese Rupee,2023-08-09,145.50444
1644,NPR,Nepalese Rupee,2023-08-10,145.522468
1645,NPR,Nepalese Rupee,2023-08-11,145.329209
1646,NPR,Nepalese Rupee,2023-08-12,145.726845
1647,NPR,Nepalese Rupee,2023-08-13,145.727166
1648,NPR,Nepalese Rupee,2023-08-14,145.140628
1649,NPR,Nepalese Rupee,2023-08-15,145.366147
1650,NZD,New Zealand Dollar,2023-08-01,1.792467
1651,NZD,New Zealand Dollar,2023-08-02,1.798264
1652,NZD,New Zealand Dollar,2023-08-03,1.800641
1653,NZD,New Zealand Dollar,2023-08-04,1.827536
1654,NZD,New Zealand Dollar,2023-08-05,1.827536
1655,NZD,New Zealand Dollar,2023-08-06,1.803793
1656,NZD,New Zealand Dollar,2023-08-07,1.80194
1657,NZD,New Zealand Dollar,2023-08-08,1.809474
1658,NZD,New Zealand Dollar,2023-08-09,1.810959
1659,NZD,New Zealand Dollar,2023-08-10,1.826366
1660,NZD,New Zealand Dollar,2023-08-11,1.831857
1661,NZD,New Zealand Dollar,2023-08-12,1.831857
1662,NZD,New Zealand Dollar,2023-08-13,1.830672
1663,NZD,New Zealand Dollar,2023-08-14,1.826849
1664,NZD,New Zealand Dollar,2023-08-15,1.823551
1665,OMR,Omani Rial,2023-08-01,0.423776
1666,OMR,Omani Rial,2023-08-02,0.421331
1667,OMR,Omani Rial,2023-08-03,0.42162
1668,OMR,Omani Rial,2023-08-04,0.424448
1669,OMR,Omani Rial,2023-08-05,0.4245
1670,OMR,Omani Rial,2023-08-06,0.42357
1671,OMR,Omani Rial,2023-08-07,0.423606
1672,OMR,Omani Rial,2023-08-08,0.421908
1673,OMR,Omani Rial,2023-08-09,0.422623
1674,OMR,Omani Rial,2023-08-10,0.422776
1675,OMR,Omani Rial,2023-08-11,0.422104
1676,OMR,Omani Rial,2023-08-12,0.422143
1677,OMR,Omani Rial,2023-08-13,0.42209
1678,OMR,Omani Rial,2023-08-14,0.420779
1679,OMR,Omani Rial,2023-08-15,0.420228
1680,PAB,Panamanian Balboa,2023-08-01,1.101175
1681,PAB,Panamanian Balboa,2023-08-02,1.095941
1682,PAB,Panamanian Balboa,2023-08-03,1.09454
1683,PAB,Panamanian Balboa,2023-08-04,1.10286
1684,PAB,Panamanian Balboa,2023-08-05,1.094338
1685,PAB,Panamanian Balboa,2023-08-06,1.093251
1686,PAB,Panamanian Balboa,2023-08-07,1.099638
1687,PAB,Panamanian Balboa,2023-08-08,1.0956
1688,PAB,Panamanian Balboa,2023-08-09,1.097852
1689,PAB,Panamanian Balboa,2023-08-10,1.09817
1690,PAB,Panamanian Balboa,2023-08-11,1.096416
1691,PAB,Panamanian Balboa,2023-08-12,1.099316
1692,PAB,Panamanian Balboa,2023-08-13,1.099318
1693,PAB,Panamanian Balboa,2023-08-14,1.093586
1694,PAB,Panamanian Balboa,2023-08-15,1.095275
1695,PEN,Peruvian Nuevo Sol,2023-08-01,4.004026
1696,PEN,Peruvian Nuevo Sol,2023-08-02,3.996855
1697,PEN,Peruvian Nuevo Sol,2023-08-03,3.992334
1698,PEN,Peruvian Nuevo Sol,2023-08-04,4.069346
1699,PEN,Peruvian Nuevo Sol,2023-08-05,4.037903
1700,PEN,Peruvian Nuevo Sol,2023-08-06,4.033891
1701,PEN,Peruvian Nuevo Sol,2023-08-07,4.054121
1702,PEN,Peruvian Nuevo Sol,2023-08-08,4.048859
1703,PEN,Peruvian Nuevo Sol,2023-08-09,4.066033
1704,PEN,Peruvian Nuevo Sol,2023-08-10,4.059784
1705,PEN,Peruvian Nuevo Sol,2023-08-11,4.02069
1706,PEN,Peruvian Nuevo Sol,2023-08-12,4.031691
1707,PEN,Peruvian Nuevo Sol,2023-08-13,4.0317
1708,PEN,Peruvian Nuevo Sol,2023-08-14,4.032728
1709,PEN,Peruvian Nuevo Sol,2023-08-15,4.03892
1710,PGK,Papua New Guinean Kina,2023-08-01,3.874493
1711,PGK,Papua New Guinean Kina,2023-08-02,3.981501
1712,PGK,Papua New Guinean Kina,2023-08-03,3.860395
1713,PGK,Papua New Guinean Kina,2023-08-04,4.007376
1714,PGK,Papua New Guinean Kina,2023-08-05,3.976412
1715,PGK,Papua New Guinean Kina,2023-08-06,3.972461
1716,PGK,Papua New Guinean Kina,2023-08-07,3.94539
1717,PGK,Papua New Guinean Kina,2023-08-08,3.980746
1718,PGK,Papua New Guinean Kina,2023-08-09,3.937743
1719,PGK,Papua New Guinean Kina,2023-08-10,3.990177
1720,PGK,Papua New Guinean Kina,2023-08-11,3.983794
1721,PGK,Papua New Guinean Kina,2023-08-12,3.994694
1722,PGK,Papua New Guinean Kina,2023-08-13,3.994703
1723,PGK,Papua New Guinean Kina,2023-08-14,3.973677
1724,PGK,Papua New Guinean Kina,2023-08-15,3.979778
1725,PHP,Philippine Peso,2023-08-01,60.43359
1726,PHP,Philippine Peso,2023-08-02,60.56947
1727,PHP,Philippine Peso,2023-08-03,61.056807
1728,PHP,Philippine Peso,2023-08-04,61.230473
1729,PHP,Philippine Peso,2023-08-05,61.230473
1730,PHP,Philippine Peso,2023-08-06,60.656352
1731,PHP,Philippine Peso,2023-08-07,61.851159
1732,PHP,Philippine Peso,2023-08-08,61.79008
1733,PHP,Philippine Peso,2023-08-09,61.812483
1734,PHP,Philippine Peso,2023-08-10,61.757195
1735,PHP,Philippine Peso,2023-08-11,61.991283
1736,PHP,Philippine Peso,2023-08-12,61.991283
1737,PHP,Philippine Peso,2023-08-13,61.991418
1738,PHP,Philippine Peso,2023-08-14,62.062965
1739,PHP,Philippine Peso,2023-08-15,61.92311
1740,PKR,Pakistani Rupee,2023-08-01,315.974578
1741,PKR,Pakistani Rupee,2023-08-02,312.334728
1742,PKR,Pakistani Rupee,2023-08-03,316.468194
1743,PKR,Pakistani Rupee,2023-08-04,312.591459
1744,PKR,Pakistani Rupee,2023-08-05,310.176114
1745,PKR,Pakistani Rupee,2023-08-06,309.867968
1746,PKR,Pakistani Rupee,2023-08-07,312.022542
1747,PKR,Pakistani Rupee,2023-08-08,315.527136
1748,PKR,Pakistani Rupee,2023-08-09,315.571812
1749,PKR,Pakistani Rupee,2023-08-10,315.826555
1750,PKR,Pakistani Rupee,2023-08-11,316.163178
1751,PKR,Pakistani Rupee,2023-08-12,317.028233
1752,PKR,Pakistani Rupee,2023-08-13,317.028931
1753,PKR,Pakistani Rupee,2023-08-14,314.634709
1754,PKR,Pakistani Rupee,2023-08-15,311.875241
1755,PLN,Polish Zloty,2023-08-01,4.449475
1756,PLN,Polish Zloty,2023-08-02,4.44496
1757,PLN,Polish Zloty,2023-08-03,4.458294
1758,PLN,Polish Zloty,2023-08-04,4.440949
1759,PLN,Polish Zloty,2023-08-05,4.440943
1760,PLN,Polish Zloty,2023-08-06,4.440636
1761,PLN,Polish Zloty,2023-08-07,4.425684
1762,PLN,Polish Zloty,2023-08-08,4.462727
1763,PLN,Polish Zloty,2023-08-09,4.466406
1764,PLN,Polish Zloty,2023-08-10,4.445701
1765,PLN,Polish Zloty,2023-08-11,4.440845
1766,PLN,Polish Zloty,2023-08-12,4.441012
1767,PLN,Polish Zloty,2023-08-13,4.437798
1768,PLN,Polish Zloty,2023-08-14,4.454397
1769,PLN,Polish Zloty,2023-08-15,4.449603
1770,PYG,Paraguayan Guarani,2023-08-01,8010.568852
1771,PYG,Paraguayan Guarani,2023-08-02,7968.537489
1772,PYG,Paraguayan Guarani,2023-08-03,7965.202784
1773,PYG,Paraguayan Guarani,2023-08-04,8035.912611
1774,PYG,Paraguayan Guarani,2023-08-05,7973.820401
1775,PYG,Paraguayan Guarani,2023-08-06,7965.898769
1776,PYG,Paraguayan Guarani,2023-08-07,7992.997774
1777,PYG,Paraguayan Guarani,2023-08-08,7958.455271
1778,PYG,Paraguayan Guarani,2023-08-09,7968.720546
1779,PYG,Paraguayan Guarani,2023-08-10,7989.316538
1780,PYG,Paraguayan Guarani,2023-08-11,7966.318483
1781,PYG,Paraguayan Guarani,2023-08-12,7987.388595
1782,PYG,Paraguayan Guarani,2023-08-13,7987.406183
1783,PYG,Paraguayan Guarani,2023-08-14,7945.355795
1784,PYG,Paraguayan Guarani,2023-08-15,7957.591802
1785,QAR,Qatari Rial,2023-08-01,4.007871
1786,QAR,Qatari Rial,2023-08-02,3.984644
1787,QAR,Qatari Rial,2023-08-03,3.987443
1788,QAR,Qatari Rial,2023-08-04,4.014197
1789,QAR,Qatari Rial,2023-08-05,4.014197
1790,QAR,Qatari Rial,2023-08-06,4.006032
1791,QAR,Qatari Rial,2023-08-07,4.006131
1792,QAR,Qatari Rial,2023-08-08,3.990036
1793,QAR,Qatari Rial,2023-08-09,3.996827
1794,QAR,Qatari Rial,2023-08-10,3.998315
1795,QAR,Qatari Rial,2023-08-11,3.991911
1796,QAR,Qatari Rial,2023-08-12,3.991911
1797,QAR,Qatari Rial,2023-08-13,3.991869
1798,QAR,Qatari Rial,2023-08-14,3.979402
1799,QAR,Qatari Rial,2023-08-15,3.974163
1800,RON,Romanian Leu,2023-08-01,4.932303
1801,RON,Romanian Leu,2023-08-02,4.934884
1802,RON,Romanian Leu,2023-08-03,4.948827
1803,RON,Romanian Leu,2023-08-04,4.953037
1804,RON,Romanian Leu,2023-08-05,4.953037
1805,RON,Romanian Leu,2023-08-06,4.948119
1806,RON,Romanian Leu,2023-08-07,4.94983
1807,RON,Romanian Leu,2023-08-08,4.949237
1808,RON,Romanian Leu,2023-08-09,4.946072
1809,RON,Romanian Leu,2023-08-10,4.9424
1810,RON,Romanian Leu,2023-08-11,4.946846
1811,RON,Romanian Leu,2023-08-12,4.946846
1812,RON,Romanian Leu,2023-08-13,4.934897
1813,RON,Romanian Leu,2023-08-14,4.941802
1814,RON,Romanian Leu,2023-08-15,4.940845
1815,RSD,Serbian Dinar,2023-08-01,117.293017
1816,RSD,Serbian Dinar,2023-08-02,117.278079
1817,RSD,Serbian Dinar,2023-08-03,117.295105
1818,RSD,Serbian Dinar,2023-08-04,117.415431
1819,RSD,Serbian Dinar,2023-08-05,117.272651
1820,RSD,Serbian Dinar,2023-08-06,117.156146
1821,RSD,Serbian Dinar,2023-08-07,117.270032
1822,RSD,Serbian Dinar,2023-08-08,117.260481
1823,RSD,Serbian Dinar,2023-08-09,117.271497
1824,RSD,Serbian Dinar,2023-08-10,117.301112
1825,RSD,Serbian Dinar,2023-08-11,117.420952
1826,RSD,Serbian Dinar,2023-08-12,117.261024
1827,RSD,Serbian Dinar,2023-08-13,117.261282
1828,RSD,Serbian Dinar,2023-08-14,117.315686
1829,RSD,Serbian Dinar,2023-08-15,117.280813
1830,RUB,Russian Ruble,2023-08-01,101.721429
1831,RUB,Russian Ruble,2023-08-02,102.926825
1832,RUB,Russian Ruble,2023-08-03,104.038595
1833,RUB,Russian Ruble,2023-08-04,105.700974
1834,RUB,Russian Ruble,2023-08-05,105.700974
1835,RUB,Russian Ruble,2023-08-06,105.485757
1836,RUB,Russian Ruble,2023-08-07,105.351968
1837,RUB,Russian Ruble,2023-08-08,106.52312
1838,RUB,Russian Ruble,2023-08-09,106.343221
1839,RUB,Russian Ruble,2023-08-10,106.547044
1840,RUB,Russian Ruble,2023-08-11,109.631168
1841,RUB,Russian Ruble,2023-08-12,109.631168
1842,RUB,Russian Ruble,2023-08-13,109.631399
1843,RUB,Russian Ruble,2023-08-14,107.660934
1844,RUB,Russian Ruble,2023-08-15,106.978722
1845,RWF,Rwandan Franc,2023-08-01,1297.800592
1846,RWF,Rwandan Franc,2023-08-02,1288.578953
1847,RWF,Rwandan Franc,2023-08-03,1292.265572
1848,RWF,Rwandan Franc,2023-08-04,1298.442256
1849,RWF,Rwandan Franc,2023-08-05,1288.4094
1850,RWF,Rwandan Franc,2023-08-06,1287.129424
1851,RWF,Rwandan Franc,2023-08-07,1290.945303
1852,RWF,Rwandan Franc,2023-08-08,1290.641894
1853,RWF,Rwandan Franc,2023-08-09,1294.044035
1854,RWF,Rwandan Franc,2023-08-10,1295.04003
1855,RWF,Rwandan Franc,2023-08-11,1293.461675
1856,RWF,Rwandan Franc,2023-08-12,1297.000719
1857,RWF,Rwandan Franc,2023-08-13,1297.003575
1858,RWF,Rwandan Franc,2023-08-14,1294.059938
1859,RWF,Rwandan Franc,2023-08-15,1295.728315
1860,SAR,Saudi Riyal,2023-08-01,4.130277
1861,SAR,Saudi Riyal,2023-08-02,4.106023
1862,SAR,Saudi Riyal,2023-08-03,4.108364
1863,SAR,Saudi Riyal,2023-08-04,4.135975
1864,SAR,Saudi Riyal,2023-08-05,4.135509
1865,SAR,Saudi Riyal,2023-08-06,4.127668
1866,SAR,Saudi Riyal,2023-08-07,4.127662
1867,SAR,Saudi Riyal,2023-08-08,4.110599
1868,SAR,Saudi Riyal,2023-08-09,4.118625
1869,SAR,Saudi Riyal,2023-08-10,4.120188
1870,SAR,Saudi Riyal,2023-08-11,4.113539
1871,SAR,Saudi Riyal,2023-08-12,4.113526
1872,SAR,Saudi Riyal,2023-08-13,4.113553
1873,SAR,Saudi Riyal,2023-08-14,4.100347
1874,SAR,Saudi Riyal,2023-08-15,4.094857
1875,SBD,Solomon Islands Dollar,2023-08-01,9.212058
1876,SBD,Solomon Islands Dollar,2023-08-02,9.158623
1877,SBD,Solomon Islands Dollar,2023-08-03,9.157332
1878,SBD,Solomon Islands Dollar,2023-08-04,9.226478
1879,SBD,Solomon Islands Dollar,2023-08-05,9.226478
1880,SBD,Solomon Islands Dollar,2023-08-06,9.207699
1881,SBD,Solomon Islands Dollar,2023-08-07,9.208007
1882,SBD,Solomon Islands Dollar,2023-08-08,9.171022
1883,SBD,Solomon Islands Dollar,2023-08-09,9.186727
1884,SBD,Solomon Islands Dollar,2023-08-10,9.190101
1885,SBD,Solomon Islands Dollar,2023-08-11,9.175254
1886,SBD,Solomon Islands Dollar,2023-08-12,9.175254
1887,SBD,Solomon Islands Dollar,2023-08-13,9.175274
1888,SBD,Solomon Islands Dollar,2023-08-14,9.146716
1889,SBD,Solomon Islands Dollar,2023-08-15,9.135235
1890,SCR,Seychellois Rupee,2023-08-01,14.476357
1891,SCR,Seychellois Rupee,2023-08-02,14.514657
1892,SCR,Seychellois Rupee,2023-08-03,14.596004
1893,SCR,Seychellois Rupee,2023-08-04,14.822979
1894,SCR,Seychellois Rupee,2023-08-05,14.822979
1895,SCR,Seychellois Rupee,2023-08-06,14.792735
1896,SCR,Seychellois Rupee,2023-08-07,14.658133
1897,SCR,Seychellois Rupee,2023-08-08,14.550802
1898,SCR,Seychellois Rupee,2023-08-09,14.627093
1899,SCR,Seychellois Rupee,2023-08-10,14.563217
1900,SCR,Seychellois Rupee,2023-08-11,14.610537
1901,SCR,Seychellois Rupee,2023-08-12,14.610216
1902,SCR,Seychellois Rupee,2023-08-13,14.610192
1903,SCR,Seychellois Rupee,2023-08-14,15.289391
1904,SCR,Seychellois Rupee,2023-08-15,14.511495
1905,SDG,Sudanese Pound,2023-08-01,662.106954
1906,SDG,Sudanese Pound,2023-08-02,658.268665
1907,SDG,Sudanese Pound,2023-08-03,658.729616
1908,SDG,Sudanese Pound,2023-08-04,663.149928
1909,SDG,Sudanese Pound,2023-08-05,663.149928
1910,SDG,Sudanese Pound,2023-08-06,661.79637
1911,SDG,Sudanese Pound,2023-08-07,660.076745
1912,SDG,Sudanese Pound,2023-08-08,659.112607
1913,SDG,Sudanese Pound,2023-08-09,660.044988
1914,SDG,Sudanese Pound,2023-08-10,660.137597
1915,SDG,Sudanese Pound,2023-08-11,659.261602
1916,SDG,Sudanese Pound,2023-08-12,659.347746
1917,SDG,Sudanese Pound,2023-08-13,657.796209
1918,SDG,Sudanese Pound,2023-08-14,655.569369
1919,SDG,Sudanese Pound,2023-08-15,656.213016
1920,SEK,Swedish Krona,2023-08-01,11.632977
1921,SEK,Swedish Krona,2023-08-02,11.71521
1922,SEK,Swedish Krona,2023-08-03,11.685848
1923,SEK,Swedish Krona,2023-08-04,11.671923
1924,SEK,Swedish Krona,2023-08-05,11.671923
1925,SEK,Swedish Krona,2023-08-06,11.657261
1926,SEK,Swedish Krona,2023-08-07,11.65352
1927,SEK,Swedish Krona,2023-08-08,11.751776
1928,SEK,Swedish Krona,2023-08-09,11.714599
1929,SEK,Swedish Krona,2023-08-10,11.757611
1930,SEK,Swedish Krona,2023-08-11,11.850663
1931,SEK,Swedish Krona,2023-08-12,11.850663
1932,SEK,Swedish Krona,2023-08-13,11.877782
1933,SEK,Swedish Krona,2023-08-14,11.780656
1934,SEK,Swedish Krona,2023-08-15,11.766101
1935,SGD,Singapore Dollar,2023-08-01,1.469211
1936,SGD,Singapore Dollar,2023-08-02,1.468131
1937,SGD,Singapore Dollar,2023-08-03,1.468608
1938,SGD,Singapore Dollar,2023-08-04,1.476345
1939,SGD,Singapore Dollar,2023-08-05,1.476345
1940,SGD,Singapore Dollar,2023-08-06,1.47377
1941,SGD,Singapore Dollar,2023-08-07,1.475359
1942,SGD,Singapore Dollar,2023-08-08,1.477033
1943,SGD,Singapore Dollar,2023-08-09,1.477795
1944,SGD,Singapore Dollar,2023-08-10,1.482028
1945,SGD,Singapore Dollar,2023-08-11,1.482401
1946,SGD,Singapore Dollar,2023-08-12,1.482401
1947,SGD,Singapore Dollar,2023-08-13,1.482016
1948,SGD,Singapore Dollar,2023-08-14,1.480578
1949,SGD,Singapore Dollar,2023-08-15,1.479386
1950,SHP,Saint Helena Pound,2023-08-01,1.339355
1951,SHP,Saint Helena Pound,2023-08-02,1.331585
1952,SHP,Saint Helena Pound,2023-08-03,1.332512
1953,SHP,Saint Helena Pound,2023-08-04,1.341451
1954,SHP,Saint Helena Pound,2023-08-05,1.341451
1955,SHP,Saint Helena Pound,2023-08-06,1.338721
1956,SHP,Saint Helena Pound,2023-08-07,1.338766
1957,SHP,Saint Helena Pound,2023-08-08,1.333388
1958,SHP,Saint Helena Pound,2023-08-09,1.335672
1959,SHP,Saint Helena Pound,2023-08-10,1.336163
1960,SHP,Saint Helena Pound,2023-08-11,1.334004
1961,SHP,Saint Helena Pound,2023-08-12,1.334004
1962,SHP,Saint Helena Pound,2023-08-13,1.334006
1963,SHP,Saint Helena Pound,2023-08-14,1.329855
1964,SHP,Saint Helena Pound,2023-08-15,1.328097
1965,SLE,Sierra Leonean Leone,2023-08-01,23.26264
1966,SLE,Sierra Leonean Leone,2023-08-02,23.113701
1967,SLE,Sierra Leonean Leone,2023-08-03,22.949132
1968,SLE,Sierra Leonean Leone,2023-08-04,23.024896
1969,SLE,Sierra Leonean Leone,2023-08-05,23.333579
1970,SLE,Sierra Leonean Leone,2023-08-06,23.286597
1971,SLE,Sierra Leonean Leone,2023-08-07,23.287367
1972,SLE,Sierra Leonean Leone,2023-08-08,22.903931
1973,SLE,Sierra Leonean Leone,2023-08-09,23.020113
1974,SLE,Sierra Leonean Leone,2023-08-10,23.148983
